sample,fastq_1,fastq_2,replicate,antibody,control,control_replicate
ENCSR864OOO,https://www.encodeproject.org/files/ENCFF745TQU/@@download/ENCFF745TQU.fastq.gz,,1,H3K27ac,ENCSR309LQG,1
ENCSR868ZOR,https://www.encodeproject.org/files/ENCFF024BLF/@@download/ENCFF024BLF.fastq.gz,,1,H3K27ac,ENCSR490NCK,1
ENCSR868ZOR,https://www.encodeproject.org/files/ENCFF316OVZ/@@download/ENCFF316OVZ.fastq.gz,,1,H3K27ac,ENCSR490NCK,1
ENCSR868ZOR,https://www.encodeproject.org/files/ENCFF528LEL/@@download/ENCFF528LEL.fastq.gz,,1,H3K27ac,ENCSR490NCK,1
ENCSR868ZOR,https://www.encodeproject.org/files/ENCFF709MXA/@@download/ENCFF709MXA.fastq.gz,,1,H3K27ac,ENCSR490NCK,1
ENCSR868ZOR,https://www.encodeproject.org/files/ENCFF096LCM/@@download/ENCFF096LCM.fastq.gz,,1,H3K27ac,ENCSR490NCK,1
ENCSR868ZOR,https://www.encodeproject.org/files/ENCFF178RIO/@@download/ENCFF178RIO.fastq.gz,,1,H3K27ac,ENCSR490NCK,1
ENCSR868ZOR,https://www.encodeproject.org/files/ENCFF425WSX/@@download/ENCFF425WSX.fastq.gz,,1,H3K27ac,ENCSR490NCK,1
ENCSR868ZOR,https://www.encodeproject.org/files/ENCFF908IVY/@@download/ENCFF908IVY.fastq.gz,,1,H3K27ac,ENCSR490NCK,1
ENCSR869TDT,https://www.encodeproject.org/files/ENCFF625IRD/@@download/ENCFF625IRD.fastq.gz,,1,H3K27ac,ENCSR966IGL,1
ENCSR869TDT,https://www.encodeproject.org/files/ENCFF953PJO/@@download/ENCFF953PJO.fastq.gz,,1,H3K27ac,ENCSR966IGL,1
ENCSR872YGQ,https://www.encodeproject.org/files/ENCFF164QOO/@@download/ENCFF164QOO.fastq.gz,,1,H3K27ac,ENCSR846OTK,1
ENCSR872YGQ,https://www.encodeproject.org/files/ENCFF594AZG/@@download/ENCFF594AZG.fastq.gz,,1,H3K27ac,ENCSR846OTK,1
ENCSR872YGQ,https://www.encodeproject.org/files/ENCFF938FSC/@@download/ENCFF938FSC.fastq.gz,,1,H3K27ac,ENCSR846OTK,1
ENCSR872YGQ,https://www.encodeproject.org/files/ENCFF963BEM/@@download/ENCFF963BEM.fastq.gz,,1,H3K27ac,ENCSR846OTK,1
ENCSR872YGQ,https://www.encodeproject.org/files/ENCFF263SEB/@@download/ENCFF263SEB.fastq.gz,,1,H3K27ac,ENCSR846OTK,1
ENCSR872YGQ,https://www.encodeproject.org/files/ENCFF780VJG/@@download/ENCFF780VJG.fastq.gz,,1,H3K27ac,ENCSR846OTK,1
ENCSR872YGQ,https://www.encodeproject.org/files/ENCFF819ITW/@@download/ENCFF819ITW.fastq.gz,,1,H3K27ac,ENCSR846OTK,1
ENCSR872YGQ,https://www.encodeproject.org/files/ENCFF848YSQ/@@download/ENCFF848YSQ.fastq.gz,,1,H3K27ac,ENCSR846OTK,1
ENCSR875OQJ,https://www.encodeproject.org/files/ENCFF374PRT/@@download/ENCFF374PRT.fastq.gz,,1,H3K27ac,ENCSR089ZLR,1
ENCSR875OQJ,https://www.encodeproject.org/files/ENCFF433KFH/@@download/ENCFF433KFH.fastq.gz,,1,H3K27ac,ENCSR089ZLR,1
ENCSR875OQJ,https://www.encodeproject.org/files/ENCFF482VKC/@@download/ENCFF482VKC.fastq.gz,,1,H3K27ac,ENCSR089ZLR,1
ENCSR875OQJ,https://www.encodeproject.org/files/ENCFF809VHL/@@download/ENCFF809VHL.fastq.gz,,1,H3K27ac,ENCSR089ZLR,1
ENCSR875OQJ,https://www.encodeproject.org/files/ENCFF328TBI/@@download/ENCFF328TBI.fastq.gz,,1,H3K27ac,ENCSR089ZLR,1
ENCSR875OQJ,https://www.encodeproject.org/files/ENCFF328WAD/@@download/ENCFF328WAD.fastq.gz,,1,H3K27ac,ENCSR089ZLR,1
ENCSR875OQJ,https://www.encodeproject.org/files/ENCFF532WUE/@@download/ENCFF532WUE.fastq.gz,,1,H3K27ac,ENCSR089ZLR,1
ENCSR875OQJ,https://www.encodeproject.org/files/ENCFF665DNA/@@download/ENCFF665DNA.fastq.gz,,1,H3K27ac,ENCSR089ZLR,1
ENCSR875QDS,https://www.encodeproject.org/files/ENCFF112GPM/@@download/ENCFF112GPM.fastq.gz,,1,H3K27ac,ENCSR212SJH,1
ENCSR876RGF,https://www.encodeproject.org/files/ENCFF081KCW/@@download/ENCFF081KCW.fastq.gz,,1,H3K27ac,ENCSR214MNL,1
ENCSR876RGF,https://www.encodeproject.org/files/ENCFF087HNU/@@download/ENCFF087HNU.fastq.gz,,2,H3K27ac,ENCSR214MNL,1
ENCSR876RGF,https://www.encodeproject.org/files/ENCFF185DRU/@@download/ENCFF185DRU.fastq.gz,,2,H3K27ac,ENCSR214MNL,1
ENCSR880SUY,https://www.encodeproject.org/files/ENCFF692HWE/@@download/ENCFF692HWE.fastq.gz,,1,H3K27ac,ENCSR985CHJ,1
ENCSR880SUY,https://www.encodeproject.org/files/ENCFF308XJC/@@download/ENCFF308XJC.fastq.gz,,2,H3K27ac,ENCSR985CHJ,1
ENCSR880SUY,https://www.encodeproject.org/files/ENCFF481YKF/@@download/ENCFF481YKF.fastq.gz,,2,H3K27ac,ENCSR985CHJ,1
ENCSR884SIF,https://www.encodeproject.org/files/ENCFF368DXT/@@download/ENCFF368DXT.fastq.gz,,1,H3K27ac,ENCSR120ITZ,1
ENCSR884SIF,https://www.encodeproject.org/files/ENCFF410PZI/@@download/ENCFF410PZI.fastq.gz,,1,H3K27ac,ENCSR120ITZ,1
ENCSR884SIF,https://www.encodeproject.org/files/ENCFF439MID/@@download/ENCFF439MID.fastq.gz,,1,H3K27ac,ENCSR120ITZ,1
ENCSR884SIF,https://www.encodeproject.org/files/ENCFF655XIN/@@download/ENCFF655XIN.fastq.gz,,1,H3K27ac,ENCSR120ITZ,1
ENCSR884SIF,https://www.encodeproject.org/files/ENCFF036MWD/@@download/ENCFF036MWD.fastq.gz,,1,H3K27ac,ENCSR120ITZ,1
ENCSR884SIF,https://www.encodeproject.org/files/ENCFF151JLQ/@@download/ENCFF151JLQ.fastq.gz,,1,H3K27ac,ENCSR120ITZ,1
ENCSR884SIF,https://www.encodeproject.org/files/ENCFF510CTX/@@download/ENCFF510CTX.fastq.gz,,1,H3K27ac,ENCSR120ITZ,1
ENCSR884SIF,https://www.encodeproject.org/files/ENCFF615RJZ/@@download/ENCFF615RJZ.fastq.gz,,1,H3K27ac,ENCSR120ITZ,1
ENCSR889TEU,https://www.encodeproject.org/files/ENCFF229MTF/@@download/ENCFF229MTF.fastq.gz,,1,H3K27ac,ENCSR376YUP,1
ENCSR889TEU,https://www.encodeproject.org/files/ENCFF376IYD/@@download/ENCFF376IYD.fastq.gz,,1,H3K27ac,ENCSR376YUP,1
ENCSR889TEU,https://www.encodeproject.org/files/ENCFF684PNA/@@download/ENCFF684PNA.fastq.gz,,1,H3K27ac,ENCSR376YUP,1
ENCSR889TEU,https://www.encodeproject.org/files/ENCFF805OUA/@@download/ENCFF805OUA.fastq.gz,,1,H3K27ac,ENCSR376YUP,1
ENCSR889TEU,https://www.encodeproject.org/files/ENCFF267FMN/@@download/ENCFF267FMN.fastq.gz,,1,H3K27ac,ENCSR376YUP,1
ENCSR889TEU,https://www.encodeproject.org/files/ENCFF373NBV/@@download/ENCFF373NBV.fastq.gz,,1,H3K27ac,ENCSR376YUP,1
ENCSR889TEU,https://www.encodeproject.org/files/ENCFF965HXP/@@download/ENCFF965HXP.fastq.gz,,1,H3K27ac,ENCSR376YUP,1
ENCSR889TEU,https://www.encodeproject.org/files/ENCFF983VWH/@@download/ENCFF983VWH.fastq.gz,,1,H3K27ac,ENCSR376YUP,1
ENCSR891BTJ,https://www.encodeproject.org/files/ENCFF092JSR/@@download/ENCFF092JSR.fastq.gz,,1,H3K27ac,ENCSR807FIZ,1
ENCSR891BTJ,https://www.encodeproject.org/files/ENCFF519ETK/@@download/ENCFF519ETK.fastq.gz,,1,H3K27ac,ENCSR807FIZ,1
ENCSR891BTJ,https://www.encodeproject.org/files/ENCFF420HES/@@download/ENCFF420HES.fastq.gz,,1,H3K27ac,ENCSR807FIZ,1
ENCSR891BTJ,https://www.encodeproject.org/files/ENCFF437TKR/@@download/ENCFF437TKR.fastq.gz,,1,H3K27ac,ENCSR807FIZ,1
ENCSR891KSP,https://www.encodeproject.org/files/ENCFF641LUF/@@download/ENCFF641LUF.fastq.gz,,1,H3K27ac,ENCSR707TMM,1
ENCSR891KSP,https://www.encodeproject.org/files/ENCFF668OEU/@@download/ENCFF668OEU.fastq.gz,,1,H3K27ac,ENCSR707TMM,1
ENCSR891KSP,https://www.encodeproject.org/files/ENCFF904CSC/@@download/ENCFF904CSC.fastq.gz,,1,H3K27ac,ENCSR707TMM,1
ENCSR891KSP,https://www.encodeproject.org/files/ENCFF730JFU/@@download/ENCFF730JFU.fastq.gz,,2,H3K27ac,ENCSR707TMM,2
ENCSR891KSP,https://www.encodeproject.org/files/ENCFF790KKL/@@download/ENCFF790KKL.fastq.gz,,2,H3K27ac,ENCSR707TMM,2
ENCSR891KSP,https://www.encodeproject.org/files/ENCFF931MHO/@@download/ENCFF931MHO.fastq.gz,,2,H3K27ac,ENCSR707TMM,2
ENCSR891XGQ,https://www.encodeproject.org/files/ENCFF159FXE/@@download/ENCFF159FXE.fastq.gz,,1,H3K27ac,ENCSR562HZE,1
ENCSR891XGQ,https://www.encodeproject.org/files/ENCFF566NIE/@@download/ENCFF566NIE.fastq.gz,,1,H3K27ac,ENCSR562HZE,1
ENCSR892HPQ,https://www.encodeproject.org/files/ENCFF662VCH/@@download/ENCFF662VCH.fastq.gz,,1,H3K27ac,ENCSR563SVE,1
ENCSR892HPQ,https://www.encodeproject.org/files/ENCFF677EGP/@@download/ENCFF677EGP.fastq.gz,,1,H3K27ac,ENCSR563SVE,1
ENCSR892HPQ,https://www.encodeproject.org/files/ENCFF748HJO/@@download/ENCFF748HJO.fastq.gz,,1,H3K27ac,ENCSR563SVE,1
ENCSR892HPQ,https://www.encodeproject.org/files/ENCFF007YYJ/@@download/ENCFF007YYJ.fastq.gz,,2,H3K27ac,ENCSR563SVE,2
ENCSR892HPQ,https://www.encodeproject.org/files/ENCFF784KYD/@@download/ENCFF784KYD.fastq.gz,,2,H3K27ac,ENCSR563SVE,2
ENCSR892XFG,https://www.encodeproject.org/files/ENCFF313OLS/@@download/ENCFF313OLS.fastq.gz,,1,H3K27ac,ENCSR541DBO,1
ENCSR892XFG,https://www.encodeproject.org/files/ENCFF355KRT/@@download/ENCFF355KRT.fastq.gz,,1,H3K27ac,ENCSR541DBO,1
ENCSR894MOX,https://www.encodeproject.org/files/ENCFF149LPB/@@download/ENCFF149LPB.fastq.gz,,1,H3K27ac,ENCSR545WFH,1
ENCSR894MOX,https://www.encodeproject.org/files/ENCFF195EZZ/@@download/ENCFF195EZZ.fastq.gz,,1,H3K27ac,ENCSR545WFH,1
ENCSR894MOX,https://www.encodeproject.org/files/ENCFF376UAD/@@download/ENCFF376UAD.fastq.gz,,1,H3K27ac,ENCSR545WFH,1
ENCSR894MOX,https://www.encodeproject.org/files/ENCFF405ZBR/@@download/ENCFF405ZBR.fastq.gz,,1,H3K27ac,ENCSR545WFH,1
ENCSR894MOX,https://www.encodeproject.org/files/ENCFF103LRC/@@download/ENCFF103LRC.fastq.gz,,2,H3K27ac,ENCSR545WFH,2
ENCSR894MOX,https://www.encodeproject.org/files/ENCFF179QOO/@@download/ENCFF179QOO.fastq.gz,,2,H3K27ac,ENCSR545WFH,2
ENCSR894MOX,https://www.encodeproject.org/files/ENCFF225NHL/@@download/ENCFF225NHL.fastq.gz,,2,H3K27ac,ENCSR545WFH,2
ENCSR894MOX,https://www.encodeproject.org/files/ENCFF773AMW/@@download/ENCFF773AMW.fastq.gz,,2,H3K27ac,ENCSR545WFH,2
ENCSR905TYC,https://www.encodeproject.org/files/ENCFF483TMB/@@download/ENCFF483TMB.fastq.gz,https://www.encodeproject.org/files/ENCFF137WOY/@@download/ENCFF137WOY.fastq.gz,1,H3K27ac,ENCSR001KCX,1
ENCSR905TYC,https://www.encodeproject.org/files/ENCFF294ZNS/@@download/ENCFF294ZNS.fastq.gz,https://www.encodeproject.org/files/ENCFF535RJI/@@download/ENCFF535RJI.fastq.gz,2,H3K27ac,ENCSR001KCX,2
ENCSR909UAG,https://www.encodeproject.org/files/ENCFF143SOY/@@download/ENCFF143SOY.fastq.gz,,1,H3K27ac,ENCSR652EPR,1
ENCSR909UAG,https://www.encodeproject.org/files/ENCFF244ISL/@@download/ENCFF244ISL.fastq.gz,,1,H3K27ac,ENCSR652EPR,1
ENCSR909UAG,https://www.encodeproject.org/files/ENCFF804MSF/@@download/ENCFF804MSF.fastq.gz,,1,H3K27ac,ENCSR652EPR,1
ENCSR909UAG,https://www.encodeproject.org/files/ENCFF976BRQ/@@download/ENCFF976BRQ.fastq.gz,,1,H3K27ac,ENCSR652EPR,1
ENCSR909ZLE,https://www.encodeproject.org/files/ENCFF494PYA/@@download/ENCFF494PYA.fastq.gz,,1,H3K27ac,ENCSR232ABT,1
ENCSR909ZLE,https://www.encodeproject.org/files/ENCFF699LXZ/@@download/ENCFF699LXZ.fastq.gz,,1,H3K27ac,ENCSR232ABT,1
ENCSR910PDW,https://www.encodeproject.org/files/ENCFF851FQK/@@download/ENCFF851FQK.fastq.gz,https://www.encodeproject.org/files/ENCFF317KRC/@@download/ENCFF317KRC.fastq.gz,1,H3K27ac,ENCSR131SEB,1
ENCSR910PDW,https://www.encodeproject.org/files/ENCFF036JGO/@@download/ENCFF036JGO.fastq.gz,https://www.encodeproject.org/files/ENCFF052SOO/@@download/ENCFF052SOO.fastq.gz,2,H3K27ac,ENCSR131SEB,2
ENCSR912TVO,https://www.encodeproject.org/files/ENCFF193DFJ/@@download/ENCFF193DFJ.fastq.gz,,1,H3K27ac,ENCSR193TCX,1
ENCSR912TVO,https://www.encodeproject.org/files/ENCFF313FNY/@@download/ENCFF313FNY.fastq.gz,,1,H3K27ac,ENCSR193TCX,1
ENCSR912TVO,https://www.encodeproject.org/files/ENCFF572SKC/@@download/ENCFF572SKC.fastq.gz,,1,H3K27ac,ENCSR193TCX,1
ENCSR912TVO,https://www.encodeproject.org/files/ENCFF662HGE/@@download/ENCFF662HGE.fastq.gz,,1,H3K27ac,ENCSR193TCX,1
ENCSR912TVO,https://www.encodeproject.org/files/ENCFF814HPU/@@download/ENCFF814HPU.fastq.gz,,1,H3K27ac,ENCSR193TCX,1
ENCSR912TVO,https://www.encodeproject.org/files/ENCFF937TEB/@@download/ENCFF937TEB.fastq.gz,,1,H3K27ac,ENCSR193TCX,1
ENCSR917QEH,https://www.encodeproject.org/files/ENCFF044WCK/@@download/ENCFF044WCK.fastq.gz,https://www.encodeproject.org/files/ENCFF798YFY/@@download/ENCFF798YFY.fastq.gz,1,H3K27ac,ENCSR470SYZ,1
ENCSR917QEH,https://www.encodeproject.org/files/ENCFF669XWQ/@@download/ENCFF669XWQ.fastq.gz,https://www.encodeproject.org/files/ENCFF321XOO/@@download/ENCFF321XOO.fastq.gz,1,H3K27ac,ENCSR470SYZ,1
ENCSR917QEH,https://www.encodeproject.org/files/ENCFF440KQM/@@download/ENCFF440KQM.fastq.gz,https://www.encodeproject.org/files/ENCFF492KQE/@@download/ENCFF492KQE.fastq.gz,2,H3K27ac,ENCSR470SYZ,1
ENCSR917QEH,https://www.encodeproject.org/files/ENCFF986DFS/@@download/ENCFF986DFS.fastq.gz,https://www.encodeproject.org/files/ENCFF852PEJ/@@download/ENCFF852PEJ.fastq.gz,2,H3K27ac,ENCSR470SYZ,1
ENCSR917QEH,https://www.encodeproject.org/files/ENCFF634HJK/@@download/ENCFF634HJK.fastq.gz,,2,H3K27ac,ENCSR470SYZ,1
ENCSR917QEH,https://www.encodeproject.org/files/ENCFF988DHL/@@download/ENCFF988DHL.fastq.gz,,2,H3K27ac,ENCSR470SYZ,1
ENCSR919BBI,https://www.encodeproject.org/files/ENCFF271JVN/@@download/ENCFF271JVN.fastq.gz,,1,H3K27ac,ENCSR327PYZ,1
ENCSR919BBI,https://www.encodeproject.org/files/ENCFF593KIL/@@download/ENCFF593KIL.fastq.gz,,1,H3K27ac,ENCSR327PYZ,1
ENCSR919BBI,https://www.encodeproject.org/files/ENCFF764CUN/@@download/ENCFF764CUN.fastq.gz,,1,H3K27ac,ENCSR327PYZ,1
ENCSR919BBI,https://www.encodeproject.org/files/ENCFF848KXN/@@download/ENCFF848KXN.fastq.gz,,1,H3K27ac,ENCSR327PYZ,1
ENCSR919WLM,https://www.encodeproject.org/files/ENCFF458UYN/@@download/ENCFF458UYN.fastq.gz,https://www.encodeproject.org/files/ENCFF367ZQC/@@download/ENCFF367ZQC.fastq.gz,1,H3K27ac,ENCSR309MYO,1
ENCSR919WLM,https://www.encodeproject.org/files/ENCFF005AMN/@@download/ENCFF005AMN.fastq.gz,https://www.encodeproject.org/files/ENCFF351PRI/@@download/ENCFF351PRI.fastq.gz,2,H3K27ac,ENCSR309MYO,1
ENCSR927IOS,https://www.encodeproject.org/files/ENCFF271GKQ/@@download/ENCFF271GKQ.fastq.gz,,1,H3K27ac,ENCSR917XOL,1
ENCSR927IOS,https://www.encodeproject.org/files/ENCFF575CEV/@@download/ENCFF575CEV.fastq.gz,,1,H3K27ac,ENCSR917XOL,1
ENCSR927IOS,https://www.encodeproject.org/files/ENCFF796BIF/@@download/ENCFF796BIF.fastq.gz,,1,H3K27ac,ENCSR917XOL,1
ENCSR927IOS,https://www.encodeproject.org/files/ENCFF962OYD/@@download/ENCFF962OYD.fastq.gz,,1,H3K27ac,ENCSR917XOL,1
ENCSR927IOS,https://www.encodeproject.org/files/ENCFF049FOW/@@download/ENCFF049FOW.fastq.gz,,1,H3K27ac,ENCSR917XOL,1
ENCSR927IOS,https://www.encodeproject.org/files/ENCFF691WNO/@@download/ENCFF691WNO.fastq.gz,,1,H3K27ac,ENCSR917XOL,1
ENCSR927IOS,https://www.encodeproject.org/files/ENCFF711ZXL/@@download/ENCFF711ZXL.fastq.gz,,1,H3K27ac,ENCSR917XOL,1
ENCSR927IOS,https://www.encodeproject.org/files/ENCFF814XUQ/@@download/ENCFF814XUQ.fastq.gz,,1,H3K27ac,ENCSR917XOL,1
ENCSR928HSI,https://www.encodeproject.org/files/ENCFF004BQX/@@download/ENCFF004BQX.fastq.gz,,1,H3K27ac,ENCSR049LCN,1
ENCSR931WLE,https://www.encodeproject.org/files/ENCFF389ETO/@@download/ENCFF389ETO.fastq.gz,,1,H3K27ac,ENCSR554RPI,1
ENCSR931WLE,https://www.encodeproject.org/files/ENCFF407IQY/@@download/ENCFF407IQY.fastq.gz,,1,H3K27ac,ENCSR554RPI,1
ENCSR931WLE,https://www.encodeproject.org/files/ENCFF120VZS/@@download/ENCFF120VZS.fastq.gz,,2,H3K27ac,ENCSR554RPI,2
ENCSR931WLE,https://www.encodeproject.org/files/ENCFF555LEX/@@download/ENCFF555LEX.fastq.gz,,2,H3K27ac,ENCSR554RPI,2
ENCSR932QRC,https://www.encodeproject.org/files/ENCFF221WYW/@@download/ENCFF221WYW.fastq.gz,,1,H3K27ac,ENCSR109IWL,1
ENCSR932QRC,https://www.encodeproject.org/files/ENCFF547VII/@@download/ENCFF547VII.fastq.gz,,1,H3K27ac,ENCSR109IWL,1
ENCSR932QRC,https://www.encodeproject.org/files/ENCFF880GTY/@@download/ENCFF880GTY.fastq.gz,,1,H3K27ac,ENCSR109IWL,1
ENCSR932QRC,https://www.encodeproject.org/files/ENCFF927BTX/@@download/ENCFF927BTX.fastq.gz,,1,H3K27ac,ENCSR109IWL,1
ENCSR932QRC,https://www.encodeproject.org/files/ENCFF349JAP/@@download/ENCFF349JAP.fastq.gz,,1,H3K27ac,ENCSR109IWL,1
ENCSR932QRC,https://www.encodeproject.org/files/ENCFF488CHP/@@download/ENCFF488CHP.fastq.gz,,1,H3K27ac,ENCSR109IWL,1
ENCSR932QRC,https://www.encodeproject.org/files/ENCFF638KYD/@@download/ENCFF638KYD.fastq.gz,,1,H3K27ac,ENCSR109IWL,1
ENCSR932QRC,https://www.encodeproject.org/files/ENCFF759DPO/@@download/ENCFF759DPO.fastq.gz,,1,H3K27ac,ENCSR109IWL,1
ENCSR937EVN,https://www.encodeproject.org/files/ENCFF226YFN/@@download/ENCFF226YFN.fastq.gz,,1,H3K27ac,ENCSR524NCH,1
ENCSR937EVN,https://www.encodeproject.org/files/ENCFF235IVE/@@download/ENCFF235IVE.fastq.gz,,1,H3K27ac,ENCSR524NCH,1
ENCSR937EVN,https://www.encodeproject.org/files/ENCFF653PKW/@@download/ENCFF653PKW.fastq.gz,,1,H3K27ac,ENCSR524NCH,1
ENCSR937EVN,https://www.encodeproject.org/files/ENCFF935UTO/@@download/ENCFF935UTO.fastq.gz,,1,H3K27ac,ENCSR524NCH,1
ENCSR938FQG,https://www.encodeproject.org/files/ENCFF476ARH/@@download/ENCFF476ARH.fastq.gz,,1,H3K27ac,ENCSR958BKG,1
ENCSR938FQG,https://www.encodeproject.org/files/ENCFF381TVY/@@download/ENCFF381TVY.fastq.gz,,2,H3K27ac,ENCSR958BKG,2
ENCSR944KAZ,https://www.encodeproject.org/files/ENCFF003HGP/@@download/ENCFF003HGP.fastq.gz,,1,H3K27ac,ENCSR538MSN,1
ENCSR944KAZ,https://www.encodeproject.org/files/ENCFF753SNQ/@@download/ENCFF753SNQ.fastq.gz,,1,H3K27ac,ENCSR538MSN,1
ENCSR944KAZ,https://www.encodeproject.org/files/ENCFF260PYL/@@download/ENCFF260PYL.fastq.gz,,1,H3K27ac,ENCSR538MSN,1
ENCSR944KAZ,https://www.encodeproject.org/files/ENCFF718MGE/@@download/ENCFF718MGE.fastq.gz,,1,H3K27ac,ENCSR538MSN,1
ENCSR946LTR,https://www.encodeproject.org/files/ENCFF118EUG/@@download/ENCFF118EUG.fastq.gz,,1,H3K27ac,ENCSR993YSN,1
ENCSR946LTR,https://www.encodeproject.org/files/ENCFF318TTK/@@download/ENCFF318TTK.fastq.gz,,1,H3K27ac,ENCSR993YSN,1
ENCSR946LTR,https://www.encodeproject.org/files/ENCFF561VHA/@@download/ENCFF561VHA.fastq.gz,,1,H3K27ac,ENCSR993YSN,1
ENCSR946LTR,https://www.encodeproject.org/files/ENCFF613HQY/@@download/ENCFF613HQY.fastq.gz,,1,H3K27ac,ENCSR993YSN,1
ENCSR946LTR,https://www.encodeproject.org/files/ENCFF024YQA/@@download/ENCFF024YQA.fastq.gz,,1,H3K27ac,ENCSR993YSN,1
ENCSR946LTR,https://www.encodeproject.org/files/ENCFF558WXJ/@@download/ENCFF558WXJ.fastq.gz,,1,H3K27ac,ENCSR993YSN,1
ENCSR946LTR,https://www.encodeproject.org/files/ENCFF904FBS/@@download/ENCFF904FBS.fastq.gz,,1,H3K27ac,ENCSR993YSN,1
ENCSR946LTR,https://www.encodeproject.org/files/ENCFF943KFY/@@download/ENCFF943KFY.fastq.gz,,1,H3K27ac,ENCSR993YSN,1
ENCSR948TOS,https://www.encodeproject.org/files/ENCFF818UZF/@@download/ENCFF818UZF.fastq.gz,,1,H3K27ac,ENCSR774MLK,1
ENCSR948TOS,https://www.encodeproject.org/files/ENCFF950HVG/@@download/ENCFF950HVG.fastq.gz,,1,H3K27ac,ENCSR774MLK,1
ENCSR948TOS,https://www.encodeproject.org/files/ENCFF212BML/@@download/ENCFF212BML.fastq.gz,,1,H3K27ac,ENCSR774MLK,1
ENCSR948TOS,https://www.encodeproject.org/files/ENCFF580BZW/@@download/ENCFF580BZW.fastq.gz,,1,H3K27ac,ENCSR774MLK,1
ENCSR948YYZ,https://www.encodeproject.org/files/ENCFF454TGL/@@download/ENCFF454TGL.fastq.gz,,1,H3K27ac,ENCSR897RRA,1
ENCSR948YYZ,https://www.encodeproject.org/files/ENCFF325UXV/@@download/ENCFF325UXV.fastq.gz,,2,H3K27ac,ENCSR897RRA,2
ENCSR953ULK,https://www.encodeproject.org/files/ENCFF509BZB/@@download/ENCFF509BZB.fastq.gz,,1,H3K27ac,ENCSR659WYW,1
ENCSR953ULK,https://www.encodeproject.org/files/ENCFF673WLF/@@download/ENCFF673WLF.fastq.gz,,1,H3K27ac,ENCSR659WYW,1
ENCSR953ULK,https://www.encodeproject.org/files/ENCFF697UTS/@@download/ENCFF697UTS.fastq.gz,,1,H3K27ac,ENCSR659WYW,1
ENCSR953ULK,https://www.encodeproject.org/files/ENCFF926AMU/@@download/ENCFF926AMU.fastq.gz,,1,H3K27ac,ENCSR659WYW,1
ENCSR954IGQ,https://www.encodeproject.org/files/ENCFF675XLX/@@download/ENCFF675XLX.fastq.gz,,1,H3K27ac,ENCSR385ODY,1
ENCSR954IGQ,https://www.encodeproject.org/files/ENCFF691WTS/@@download/ENCFF691WTS.fastq.gz,,1,H3K27ac,ENCSR385ODY,1
ENCSR954IGQ,https://www.encodeproject.org/files/ENCFF123RXQ/@@download/ENCFF123RXQ.fastq.gz,,1,H3K27ac,ENCSR385ODY,1
ENCSR954IGQ,https://www.encodeproject.org/files/ENCFF659PFZ/@@download/ENCFF659PFZ.fastq.gz,,1,H3K27ac,ENCSR385ODY,1
ENCSR954JMZ,https://www.encodeproject.org/files/ENCFF145RDC/@@download/ENCFF145RDC.fastq.gz,,1,H3K27ac,ENCSR750BQT,1
ENCSR954JMZ,https://www.encodeproject.org/files/ENCFF652YCL/@@download/ENCFF652YCL.fastq.gz,,1,H3K27ac,ENCSR750BQT,1
ENCSR954JMZ,https://www.encodeproject.org/files/ENCFF805WUH/@@download/ENCFF805WUH.fastq.gz,,1,H3K27ac,ENCSR750BQT,1
ENCSR954JMZ,https://www.encodeproject.org/files/ENCFF948DWM/@@download/ENCFF948DWM.fastq.gz,,1,H3K27ac,ENCSR750BQT,1
ENCSR954JMZ,https://www.encodeproject.org/files/ENCFF057DCP/@@download/ENCFF057DCP.fastq.gz,,1,H3K27ac,ENCSR750BQT,1
ENCSR954JMZ,https://www.encodeproject.org/files/ENCFF098KUK/@@download/ENCFF098KUK.fastq.gz,,1,H3K27ac,ENCSR750BQT,1
ENCSR954JMZ,https://www.encodeproject.org/files/ENCFF173TGR/@@download/ENCFF173TGR.fastq.gz,,1,H3K27ac,ENCSR750BQT,1
ENCSR954JMZ,https://www.encodeproject.org/files/ENCFF711JFN/@@download/ENCFF711JFN.fastq.gz,,1,H3K27ac,ENCSR750BQT,1
ENCSR955IXZ,https://www.encodeproject.org/files/ENCFF551ZSP/@@download/ENCFF551ZSP.fastq.gz,https://www.encodeproject.org/files/ENCFF075DLG/@@download/ENCFF075DLG.fastq.gz,1,H3K27ac,ENCSR720GSE,1
ENCSR955IXZ,https://www.encodeproject.org/files/ENCFF631XET/@@download/ENCFF631XET.fastq.gz,,1,H3K27ac,ENCSR720GSE,1
ENCSR955IXZ,https://www.encodeproject.org/files/ENCFF931NFG/@@download/ENCFF931NFG.fastq.gz,,2,H3K27ac,ENCSR720GSE,2
ENCSR955XFL,https://www.encodeproject.org/files/ENCFF689ZXG/@@download/ENCFF689ZXG.fastq.gz,,1,H3K27ac,ENCSR586IQI,1
ENCSR955XFL,https://www.encodeproject.org/files/ENCFF756QLN/@@download/ENCFF756QLN.fastq.gz,,1,H3K27ac,ENCSR586IQI,1
ENCSR958CPV,https://www.encodeproject.org/files/ENCFF213NVO/@@download/ENCFF213NVO.fastq.gz,,1,H3K27ac,ENCSR583XAM,1
ENCSR958CPV,https://www.encodeproject.org/files/ENCFF322HBG/@@download/ENCFF322HBG.fastq.gz,,1,H3K27ac,ENCSR583XAM,1
