experiment_accession	is_control	matched_control_experiments	controlled_by_files	control_type	assay_title	description	lab	award	date_released	status_exp	dbxrefs	life_stage_age	perturbed	donor_accession	donor_sex	donor_life_stage	donor_age	donor_age_units	donor_ethnicity	organism	biosample_term_id	biosample_term_name	classification	organ_slims	cell_slims	developmental_slims	system_slims	biosample_synonyms	target_label	target_title	file_accession	file_format	output_type	assembly	run_type	paired_end	paired_accession	md5sum	file_status	file_size	platform	bio_replicate_count	tech_replicate_count	biological_replicates	technical_replicates	biological_replicates_formatted	replication_type	url	fastq_1	fastq_2	url_r2	md5sum_r2	file_size_r2	file_accession_r2	single_end
ENCSR966RWA	False	ENCSR732BRB			Histone ChIP-seq	Homo sapiens with Alzheimer's disease, Cognitive impairment; dorsolateral prefrontal cortex tissue female adult (90 or above years)	Bradley Bernstein, Broad	ENCODE4	2021-09-21	released	GEO:GSE187871	adult 90 or above years	False	ENCDO754RFQ	female	adult	90 or above	year	European	Homo sapiens	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system		H3K27ac	H3K27ac (Homo sapiens)	ENCFF306PAM	fastq	reads		single-ended			8454f6f75715a1a35560c4d0472bbdc8	released	221584020	Illumina NextSeq 500	1	2	1	1_2	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF306PAM/@@download/ENCFF306PAM.fastq.gz	https://www.encodeproject.org/files/ENCFF306PAM/@@download/ENCFF306PAM.fastq.gz						true
ENCSR969HBF	False	ENCSR914HOJ			Histone ChIP-seq	Homo sapiens skin epidermis tissue male adult (58 years)	Bradley Bernstein, Broad	ENCODE4	2020-09-10	released	GEO:GSE167803	adult 58 years	False	ENCDO536XJQ	male	adult	58	year		Homo sapiens	UBERON:0001003	skin epidermis	tissue	epithelium,skin of body		ectoderm	integumental system	vertebrate epidermis	H3K27ac	H3K27ac (Homo sapiens)	ENCFF824FLQ	fastq	reads		single-ended			ce5657ee4260a903fdea9db822011c20	released	827877641	Illumina HiSeq 2500	1	1	1	1_1	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF824FLQ/@@download/ENCFF824FLQ.fastq.gz	https://www.encodeproject.org/files/ENCFF824FLQ/@@download/ENCFF824FLQ.fastq.gz						true
ENCSR969HBF	False	ENCSR914HOJ			Histone ChIP-seq	Homo sapiens skin epidermis tissue male adult (58 years)	Bradley Bernstein, Broad	ENCODE4	2020-09-10	released	GEO:GSE167803	adult 58 years	False	ENCDO536XJQ	male	adult	58	year		Homo sapiens	UBERON:0001003	skin epidermis	tissue	epithelium,skin of body		ectoderm	integumental system	vertebrate epidermis	H3K27ac	H3K27ac (Homo sapiens)	ENCFF926JTR	fastq	reads		single-ended			066e961255250856f0bebd8aa04f7fd6	released	848913262	Illumina HiSeq 2500	1	1	1	1_1	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF926JTR/@@download/ENCFF926JTR.fastq.gz	https://www.encodeproject.org/files/ENCFF926JTR/@@download/ENCFF926JTR.fastq.gz						true
ENCSR971ETA	False	ENCSR589NSH	ENCFF390MCT		Histone ChIP-seq	Homo sapiens stomach smooth muscle tissue female adult (84 years)	Bradley Bernstein, Broad	Roadmap	2013-07-31	released	GEO:GSM916065,SCREEN-GRCh38:stomach_smooth_muscle_female_adult_84_years	adult 84 years	False	ENCDO724KBU	female	adult	84	year	European	Homo sapiens	UBERON:0004222	stomach smooth muscle	tissue	stomach,musculature of body		mesoderm	digestive system,musculature	ventriculus smooth muscle tissue,stomach non-striated muscle,smooth muscle of ventriculus,stomach smooth muscle tissue,smooth muscle of stomach,involuntary muscle of stomach,involuntary muscle of ventriculus,ventriculus smooth muscle,non-striated muscle of ventriculus,smooth muscle tissue of stomach,ventriculus non-striated muscle,smooth muscle tissue of ventriculus,stomach involuntary muscle,ventriculus involuntary muscle,non-striated muscle of stomach	H3K27ac	H3K27ac (Homo sapiens)	ENCFF529KLQ	fastq	reads		single-ended			53bb1edf42092afd1542d1c07d6b641d	released	552072310	Illumina HiSeq 2000	1	1	1	1_2	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF529KLQ/@@download/ENCFF529KLQ.fastq.gz	https://www.encodeproject.org/files/ENCFF529KLQ/@@download/ENCFF529KLQ.fastq.gz						true
ENCSR971ETA	False	ENCSR589NSH	ENCFF390MCT		Histone ChIP-seq	Homo sapiens stomach smooth muscle tissue female adult (84 years)	Bradley Bernstein, Broad	Roadmap	2013-07-31	released	GEO:GSM916065,SCREEN-GRCh38:stomach_smooth_muscle_female_adult_84_years	adult 84 years	False	ENCDO724KBU	female	adult	84	year	European	Homo sapiens	UBERON:0004222	stomach smooth muscle	tissue	stomach,musculature of body		mesoderm	digestive system,musculature	ventriculus smooth muscle tissue,stomach non-striated muscle,smooth muscle of ventriculus,stomach smooth muscle tissue,smooth muscle of stomach,involuntary muscle of stomach,involuntary muscle of ventriculus,ventriculus smooth muscle,non-striated muscle of ventriculus,smooth muscle tissue of stomach,ventriculus non-striated muscle,smooth muscle tissue of ventriculus,stomach involuntary muscle,ventriculus involuntary muscle,non-striated muscle of stomach	H3K27ac	H3K27ac (Homo sapiens)	ENCFF851YWU	fastq	reads		single-ended			7e3c5790eeebb40a747fe9b60ebad81e	released	557690716	Illumina HiSeq 2000	1	1	1	1_2	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF851YWU/@@download/ENCFF851YWU.fastq.gz	https://www.encodeproject.org/files/ENCFF851YWU/@@download/ENCFF851YWU.fastq.gz						true
ENCSR972GGW	False	ENCSR399JUL	ENCFF428ERJ		Histone ChIP-seq	Homo sapiens BLaER1 3 hours after the sample was treated with 100 nM 17β-estradiol, 10 ng/mL Interleukin-3, 10 ng/mL CSF1	Roderic Guigo, CRG	community	2022-05-10	released	GEO:GSE258796		False	ENCDO305PTK	female					Homo sapiens	EFO:0030018	BLaER1	cell line	bone element,bone marrow		mesoderm	immune system,skeletal system	B cell Leukemia C/EBPalphaER clone 1	H3K27ac	H3K27ac (Homo sapiens)	ENCFF019BGF	fastq	reads		single-ended			711313604afaf97e3239353b3075889c	released	2689777975	Illumina HiSeq 2000	2	2	1	1_1	Rep 1	isogenic	https://www.encodeproject.org/files/ENCFF019BGF/@@download/ENCFF019BGF.fastq.gz	https://www.encodeproject.org/files/ENCFF019BGF/@@download/ENCFF019BGF.fastq.gz						true
ENCSR972GGW	False	ENCSR399JUL	ENCFF492ETS		Histone ChIP-seq	Homo sapiens BLaER1 3 hours after the sample was treated with 100 nM 17β-estradiol, 10 ng/mL Interleukin-3, 10 ng/mL CSF1	Roderic Guigo, CRG	community	2022-05-10	released	GEO:GSE258796		False	ENCDO305PTK	female					Homo sapiens	EFO:0030018	BLaER1	cell line	bone element,bone marrow		mesoderm	immune system,skeletal system	B cell Leukemia C/EBPalphaER clone 1	H3K27ac	H3K27ac (Homo sapiens)	ENCFF005KVD	fastq	reads		single-ended			b3fca9e6317b5abbea7ab672c27bd743	released	3487955210	Illumina HiSeq 2000	2	2	2	2_1	Rep 2	isogenic	https://www.encodeproject.org/files/ENCFF005KVD/@@download/ENCFF005KVD.fastq.gz	https://www.encodeproject.org/files/ENCFF005KVD/@@download/ENCFF005KVD.fastq.gz						true
ENCSR981UJA	False	ENCSR276SJT	ENCFF154YCF,ENCFF351BDB,ENCFF996WJG,ENCFF614ETM		Histone ChIP-seq	Homo sapiens right lobe of liver tissue female adult (53 years)	Bradley Bernstein, Broad	ENCODE3	2016-11-03	released	SCREEN-GRCh38:right_lobe_of_liver_female_adult_53_years,GEO:GSE96504	adult 53 years	False	ENCDO793LXB	female	adult	53	year		Homo sapiens	UBERON:0001114	right lobe of liver	tissue	endocrine gland,liver,exocrine gland		endoderm	endocrine system,exocrine system,digestive system	right liver lobe,lobus hepaticus dexter,liver right lobe	H3K27ac	H3K27ac (Homo sapiens)	ENCFF740NTK	fastq	reads		single-ended			d7eb190508182f7f9debdb2d074ec4fa	released	1277294424	Illumina HiSeq 2500	2	2	1	1_1	Rep 1	isogenic	https://www.encodeproject.org/files/ENCFF740NTK/@@download/ENCFF740NTK.fastq.gz	https://www.encodeproject.org/files/ENCFF740NTK/@@download/ENCFF740NTK.fastq.gz						true
ENCSR981UJA	False	ENCSR276SJT	ENCFF154YCF,ENCFF351BDB,ENCFF996WJG,ENCFF614ETM		Histone ChIP-seq	Homo sapiens right lobe of liver tissue female adult (53 years)	Bradley Bernstein, Broad	ENCODE3	2016-11-03	released	SCREEN-GRCh38:right_lobe_of_liver_female_adult_53_years,GEO:GSE96504	adult 53 years	False	ENCDO793LXB	female	adult	53	year		Homo sapiens	UBERON:0001114	right lobe of liver	tissue	endocrine gland,liver,exocrine gland		endoderm	endocrine system,exocrine system,digestive system	right liver lobe,lobus hepaticus dexter,liver right lobe	H3K27ac	H3K27ac (Homo sapiens)	ENCFF931EZZ	fastq	reads		single-ended			fc64488182cb180854237e42ec726340	released	1302256317	Illumina HiSeq 2500	2	2	1	1_1	Rep 1	isogenic	https://www.encodeproject.org/files/ENCFF931EZZ/@@download/ENCFF931EZZ.fastq.gz	https://www.encodeproject.org/files/ENCFF931EZZ/@@download/ENCFF931EZZ.fastq.gz						true
ENCSR981UJA	False	ENCSR276SJT	ENCFF154YCF,ENCFF351BDB,ENCFF996WJG,ENCFF614ETM		Histone ChIP-seq	Homo sapiens right lobe of liver tissue female adult (53 years)	Bradley Bernstein, Broad	ENCODE3	2016-11-03	released	SCREEN-GRCh38:right_lobe_of_liver_female_adult_53_years,GEO:GSE96504	adult 53 years	False	ENCDO793LXB	female	adult	53	year		Homo sapiens	UBERON:0001114	right lobe of liver	tissue	endocrine gland,liver,exocrine gland		endoderm	endocrine system,exocrine system,digestive system	right liver lobe,lobus hepaticus dexter,liver right lobe	H3K27ac	H3K27ac (Homo sapiens)	ENCFF020LUU	fastq	reads		single-ended			d3b12dda494f1dc7ab12c05e2c020018	released	570412256	Illumina HiSeq 2500	2	2	2	2_1	Rep 2	isogenic	https://www.encodeproject.org/files/ENCFF020LUU/@@download/ENCFF020LUU.fastq.gz	https://www.encodeproject.org/files/ENCFF020LUU/@@download/ENCFF020LUU.fastq.gz						true
ENCSR981UJA	False	ENCSR276SJT	ENCFF154YCF,ENCFF351BDB,ENCFF996WJG,ENCFF614ETM		Histone ChIP-seq	Homo sapiens right lobe of liver tissue female adult (53 years)	Bradley Bernstein, Broad	ENCODE3	2016-11-03	released	SCREEN-GRCh38:right_lobe_of_liver_female_adult_53_years,GEO:GSE96504	adult 53 years	False	ENCDO793LXB	female	adult	53	year		Homo sapiens	UBERON:0001114	right lobe of liver	tissue	endocrine gland,liver,exocrine gland		endoderm	endocrine system,exocrine system,digestive system	right liver lobe,lobus hepaticus dexter,liver right lobe	H3K27ac	H3K27ac (Homo sapiens)	ENCFF135NRF	fastq	reads		single-ended			efbdce44726a1cce8086a44a22f78c51	released	561154686	Illumina HiSeq 2500	2	2	2	2_1	Rep 2	isogenic	https://www.encodeproject.org/files/ENCFF135NRF/@@download/ENCFF135NRF.fastq.gz	https://www.encodeproject.org/files/ENCFF135NRF/@@download/ENCFF135NRF.fastq.gz						true
ENCSR982QIF	False	ENCSR494YJW	ENCFF597LCE,ENCFF492ETH,ENCFF775TGL,ENCFF944VDZ		Histone ChIP-seq	Homo sapiens ascending aorta tissue female adult (51 years)	Bradley Bernstein, Broad	ENCODE3	2017-06-08	released	GEO:GSE101384,SCREEN-GRCh38:ascending_aorta_female_adult_51_years	adult 51 years	False	ENCDO271OUW	female	adult	51	year		Homo sapiens	UBERON:0001496	ascending aorta	tissue	vasculature,arterial blood vessel,blood vessel		mesoderm	circulatory system	ascending thoracic aorta,pars ascendens aortae	H3K27ac	H3K27ac (Homo sapiens)	ENCFF342QSI	fastq	reads		single-ended			022fdce191829a6cc75f952447c2badf	released	1429898286	Illumina HiSeq 2500	1	1	1	1_1	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF342QSI/@@download/ENCFF342QSI.fastq.gz	https://www.encodeproject.org/files/ENCFF342QSI/@@download/ENCFF342QSI.fastq.gz						true
ENCSR982QIF	False	ENCSR494YJW	ENCFF597LCE,ENCFF492ETH,ENCFF775TGL,ENCFF944VDZ		Histone ChIP-seq	Homo sapiens ascending aorta tissue female adult (51 years)	Bradley Bernstein, Broad	ENCODE3	2017-06-08	released	GEO:GSE101384,SCREEN-GRCh38:ascending_aorta_female_adult_51_years	adult 51 years	False	ENCDO271OUW	female	adult	51	year		Homo sapiens	UBERON:0001496	ascending aorta	tissue	vasculature,arterial blood vessel,blood vessel		mesoderm	circulatory system	ascending thoracic aorta,pars ascendens aortae	H3K27ac	H3K27ac (Homo sapiens)	ENCFF599EFX	fastq	reads		single-ended			87b26c1fc12429abada123710120dd55	released	1440377917	Illumina HiSeq 2500	1	1	1	1_1	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF599EFX/@@download/ENCFF599EFX.fastq.gz	https://www.encodeproject.org/files/ENCFF599EFX/@@download/ENCFF599EFX.fastq.gz						true
ENCSR986ZZK	False				Histone ChIP-seq	Homo sapiens dendritic cell treated with 100 ng/mL lipopolysaccharide for 4 hours	Manuel Garber, UMass	GGR	2017-01-19	released	GEO:GSE94227		False	ENCDO088XVR	unknown	unknown	unknown			Homo sapiens	CL:0000451	dendritic cell	in vitro differentiated cells		hematopoietic cell,leukocyte	mesoderm,endoderm	immune system		H3K27ac	H3K27ac (Homo sapiens)	ENCFF122MYQ	fastq	reads		paired-ended	1	ENCFF640IZA	67456f0c3fde6834ec593d9896f69971	released	911917394	Illumina NextSeq 500	1	1	1	1_1	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF122MYQ/@@download/ENCFF122MYQ.fastq.gz	https://www.encodeproject.org/files/ENCFF122MYQ/@@download/ENCFF122MYQ.fastq.gz	https://www.encodeproject.org/files/ENCFF640IZA/@@download/ENCFF640IZA.fastq.gz	https://www.encodeproject.org/files/ENCFF640IZA/@@download/ENCFF640IZA.fastq.gz	993845b45600f9b12a79057a336a2b10	929749425	ENCFF640IZA	false
ENCSR987FAM	False	ENCSR405BDN			Histone ChIP-seq	Homo sapiens dorsolateral prefrontal cortex tissue female adult (82 years)	Bradley Bernstein, Broad	ENCODE4	2022-01-06	released	GEO:GSE209064	adult 82 years	False	ENCDO290OPS	female	adult	82	year	European	Homo sapiens	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system		H3K27ac	H3K27ac (Homo sapiens)	ENCFF140RTQ	fastq	reads		single-ended			be691278a9ffd6bd0ef53cf3e1fffc54	released	216984694	Illumina NextSeq 500	1	2	1	1_1	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF140RTQ/@@download/ENCFF140RTQ.fastq.gz	https://www.encodeproject.org/files/ENCFF140RTQ/@@download/ENCFF140RTQ.fastq.gz						true
ENCSR987FAM	False	ENCSR405BDN			Histone ChIP-seq	Homo sapiens dorsolateral prefrontal cortex tissue female adult (82 years)	Bradley Bernstein, Broad	ENCODE4	2022-01-06	released	GEO:GSE209064	adult 82 years	False	ENCDO290OPS	female	adult	82	year	European	Homo sapiens	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system		H3K27ac	H3K27ac (Homo sapiens)	ENCFF169VZP	fastq	reads		single-ended			1c58a3a2aa5710fa47ed4da2ae6fd68e	released	211980031	Illumina NextSeq 500	1	2	1	1_1	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF169VZP/@@download/ENCFF169VZP.fastq.gz	https://www.encodeproject.org/files/ENCFF169VZP/@@download/ENCFF169VZP.fastq.gz						true
ENCSR987FAM	False	ENCSR405BDN			Histone ChIP-seq	Homo sapiens dorsolateral prefrontal cortex tissue female adult (82 years)	Bradley Bernstein, Broad	ENCODE4	2022-01-06	released	GEO:GSE209064	adult 82 years	False	ENCDO290OPS	female	adult	82	year	European	Homo sapiens	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system		H3K27ac	H3K27ac (Homo sapiens)	ENCFF467JRC	fastq	reads		single-ended			102145e09483a92c104c09a5f9e576fb	released	213358466	Illumina NextSeq 500	1	2	1	1_1	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF467JRC/@@download/ENCFF467JRC.fastq.gz	https://www.encodeproject.org/files/ENCFF467JRC/@@download/ENCFF467JRC.fastq.gz						true
ENCSR987FAM	False	ENCSR405BDN			Histone ChIP-seq	Homo sapiens dorsolateral prefrontal cortex tissue female adult (82 years)	Bradley Bernstein, Broad	ENCODE4	2022-01-06	released	GEO:GSE209064	adult 82 years	False	ENCDO290OPS	female	adult	82	year	European	Homo sapiens	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system		H3K27ac	H3K27ac (Homo sapiens)	ENCFF684JRN	fastq	reads		single-ended			87ec4faf4a77778d682ad27fb5933d5b	released	217909083	Illumina NextSeq 500	1	2	1	1_1	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF684JRN/@@download/ENCFF684JRN.fastq.gz	https://www.encodeproject.org/files/ENCFF684JRN/@@download/ENCFF684JRN.fastq.gz						true
ENCSR987FAM	False	ENCSR405BDN			Histone ChIP-seq	Homo sapiens dorsolateral prefrontal cortex tissue female adult (82 years)	Bradley Bernstein, Broad	ENCODE4	2022-01-06	released	GEO:GSE209064	adult 82 years	False	ENCDO290OPS	female	adult	82	year	European	Homo sapiens	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system		H3K27ac	H3K27ac (Homo sapiens)	ENCFF260PZW	fastq	reads		single-ended			5dffc94643712467c90aac6508a5ce9f	released	256187299	Illumina NextSeq 500	1	2	1	1_2	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF260PZW/@@download/ENCFF260PZW.fastq.gz	https://www.encodeproject.org/files/ENCFF260PZW/@@download/ENCFF260PZW.fastq.gz						true
ENCSR987FAM	False	ENCSR405BDN			Histone ChIP-seq	Homo sapiens dorsolateral prefrontal cortex tissue female adult (82 years)	Bradley Bernstein, Broad	ENCODE4	2022-01-06	released	GEO:GSE209064	adult 82 years	False	ENCDO290OPS	female	adult	82	year	European	Homo sapiens	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system		H3K27ac	H3K27ac (Homo sapiens)	ENCFF738NIC	fastq	reads		single-ended			9d283c6953a93c54796b0be781066417	released	252981836	Illumina NextSeq 500	1	2	1	1_2	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF738NIC/@@download/ENCFF738NIC.fastq.gz	https://www.encodeproject.org/files/ENCFF738NIC/@@download/ENCFF738NIC.fastq.gz						true
ENCSR987FAM	False	ENCSR405BDN			Histone ChIP-seq	Homo sapiens dorsolateral prefrontal cortex tissue female adult (82 years)	Bradley Bernstein, Broad	ENCODE4	2022-01-06	released	GEO:GSE209064	adult 82 years	False	ENCDO290OPS	female	adult	82	year	European	Homo sapiens	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system		H3K27ac	H3K27ac (Homo sapiens)	ENCFF771QKY	fastq	reads		single-ended			ade33da3c8b3340c5254eef37c4e8f10	released	256350208	Illumina NextSeq 500	1	2	1	1_2	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF771QKY/@@download/ENCFF771QKY.fastq.gz	https://www.encodeproject.org/files/ENCFF771QKY/@@download/ENCFF771QKY.fastq.gz						true
ENCSR987FAM	False	ENCSR405BDN			Histone ChIP-seq	Homo sapiens dorsolateral prefrontal cortex tissue female adult (82 years)	Bradley Bernstein, Broad	ENCODE4	2022-01-06	released	GEO:GSE209064	adult 82 years	False	ENCDO290OPS	female	adult	82	year	European	Homo sapiens	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system		H3K27ac	H3K27ac (Homo sapiens)	ENCFF948LME	fastq	reads		single-ended			161c4b48d8065047b8c426e4875d742e	released	254026020	Illumina NextSeq 500	1	2	1	1_2	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF948LME/@@download/ENCFF948LME.fastq.gz	https://www.encodeproject.org/files/ENCFF948LME/@@download/ENCFF948LME.fastq.gz						true
ENCSR987PNT	False	ENCSR394DWD	ENCFF137EJL		Histone ChIP-seq	Homo sapiens RWPE2	Michael Snyder, Stanford	ENCODE3	2017-03-16	released	SCREEN-GRCh38:RWPE2,GEO:GSE127677	adult 54 years	False	ENCDO000ADM	male	adult	54	year	European	Homo sapiens	EFO:0007610	RWPE2	cell line	epithelium,prostate gland	epithelial cell	mesoderm,endoderm	reproductive system	RWPE_2,CRL-11610,RWPE 2	H3K27ac	H3K27ac (Homo sapiens)	ENCFF504UZA	fastq	reads		paired-ended	1	ENCFF420UBY	a383d46f66ce50773fb8f03ceb9ef7c2	released	1683073623	Illumina HiSeq 2000	2	2	1	1_1	Rep 1	isogenic	https://www.encodeproject.org/files/ENCFF504UZA/@@download/ENCFF504UZA.fastq.gz	https://www.encodeproject.org/files/ENCFF504UZA/@@download/ENCFF504UZA.fastq.gz	https://www.encodeproject.org/files/ENCFF420UBY/@@download/ENCFF420UBY.fastq.gz	https://www.encodeproject.org/files/ENCFF420UBY/@@download/ENCFF420UBY.fastq.gz	d19b4b59c29e65a3bace41eca3412ed3	1745556787	ENCFF420UBY	false
ENCSR987PNT	False	ENCSR394DWD	ENCFF137EJL		Histone ChIP-seq	Homo sapiens RWPE2	Michael Snyder, Stanford	ENCODE3	2017-03-16	released	SCREEN-GRCh38:RWPE2,GEO:GSE127677	adult 54 years	False	ENCDO000ADM	male	adult	54	year	European	Homo sapiens	EFO:0007610	RWPE2	cell line	epithelium,prostate gland	epithelial cell	mesoderm,endoderm	reproductive system	RWPE_2,CRL-11610,RWPE 2	H3K27ac	H3K27ac (Homo sapiens)	ENCFF685WRF	fastq	reads		paired-ended	1	ENCFF844OSE	12c06ac2027314261fd26088d55a9d2f	released	3739732699	Illumina HiSeq 2000	2	2	1	1_1	Rep 1	isogenic	https://www.encodeproject.org/files/ENCFF685WRF/@@download/ENCFF685WRF.fastq.gz	https://www.encodeproject.org/files/ENCFF685WRF/@@download/ENCFF685WRF.fastq.gz	https://www.encodeproject.org/files/ENCFF844OSE/@@download/ENCFF844OSE.fastq.gz	https://www.encodeproject.org/files/ENCFF844OSE/@@download/ENCFF844OSE.fastq.gz	48cdac56325dd65c45da79f4b2ce1ff4	3901826452	ENCFF844OSE	false
ENCSR987PNT	False	ENCSR394DWD	ENCFF452ELS		Histone ChIP-seq	Homo sapiens RWPE2	Michael Snyder, Stanford	ENCODE3	2017-03-16	released	SCREEN-GRCh38:RWPE2,GEO:GSE127677	adult 54 years	False	ENCDO000ADM	male	adult	54	year	European	Homo sapiens	EFO:0007610	RWPE2	cell line	epithelium,prostate gland	epithelial cell	mesoderm,endoderm	reproductive system	RWPE_2,CRL-11610,RWPE 2	H3K27ac	H3K27ac (Homo sapiens)	ENCFF326ROP	fastq	reads		paired-ended	1	ENCFF548VDA	41fc94bce0115cd8c2fc5017bcfc40b3	released	2946118798	Illumina HiSeq 2000	2	2	2	2_1	Rep 2	isogenic	https://www.encodeproject.org/files/ENCFF326ROP/@@download/ENCFF326ROP.fastq.gz	https://www.encodeproject.org/files/ENCFF326ROP/@@download/ENCFF326ROP.fastq.gz	https://www.encodeproject.org/files/ENCFF548VDA/@@download/ENCFF548VDA.fastq.gz	https://www.encodeproject.org/files/ENCFF548VDA/@@download/ENCFF548VDA.fastq.gz	d662e98d2687c2d39fb262242a7fe689	2991292024	ENCFF548VDA	false
ENCSR989PTS	False	ENCSR945LPX			Histone ChIP-seq	Homo sapiens heart left ventricle tissue male adult (40 years)	Bradley Bernstein, Broad	ENCODE4	2020-09-15	released	GEO:GSE167820	adult 40 years	False	ENCDO392CRK	male	adult	40	year	European	Homo sapiens	UBERON:0002084	heart left ventricle	tissue	heart		mesoderm	circulatory system	left ventricle of heart,cardiac left ventricle,left ventricle,left cardiac ventricle	H3K27ac	H3K27ac (Homo sapiens)	ENCFF049UBE	fastq	reads		single-ended			a475bc421a6de1395674f4e601af5712	released	313699767	Illumina NextSeq 500	1	2	1	1_1	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF049UBE/@@download/ENCFF049UBE.fastq.gz	https://www.encodeproject.org/files/ENCFF049UBE/@@download/ENCFF049UBE.fastq.gz						true
ENCSR989PTS	False	ENCSR945LPX			Histone ChIP-seq	Homo sapiens heart left ventricle tissue male adult (40 years)	Bradley Bernstein, Broad	ENCODE4	2020-09-15	released	GEO:GSE167820	adult 40 years	False	ENCDO392CRK	male	adult	40	year	European	Homo sapiens	UBERON:0002084	heart left ventricle	tissue	heart		mesoderm	circulatory system	left ventricle of heart,cardiac left ventricle,left ventricle,left cardiac ventricle	H3K27ac	H3K27ac (Homo sapiens)	ENCFF549LPD	fastq	reads		single-ended			7ba9753f38bdd940507d6fb17e6e0f0b	released	267829956	Illumina NextSeq 500	1	2	1	1_1	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF549LPD/@@download/ENCFF549LPD.fastq.gz	https://www.encodeproject.org/files/ENCFF549LPD/@@download/ENCFF549LPD.fastq.gz						true
ENCSR989PTS	False	ENCSR945LPX			Histone ChIP-seq	Homo sapiens heart left ventricle tissue male adult (40 years)	Bradley Bernstein, Broad	ENCODE4	2020-09-15	released	GEO:GSE167820	adult 40 years	False	ENCDO392CRK	male	adult	40	year	European	Homo sapiens	UBERON:0002084	heart left ventricle	tissue	heart		mesoderm	circulatory system	left ventricle of heart,cardiac left ventricle,left ventricle,left cardiac ventricle	H3K27ac	H3K27ac (Homo sapiens)	ENCFF604XXK	fastq	reads		single-ended			d01488dad3952526e8ed60c4622e8496	released	307842414	Illumina NextSeq 500	1	2	1	1_1	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF604XXK/@@download/ENCFF604XXK.fastq.gz	https://www.encodeproject.org/files/ENCFF604XXK/@@download/ENCFF604XXK.fastq.gz						true
ENCSR989PTS	False	ENCSR945LPX			Histone ChIP-seq	Homo sapiens heart left ventricle tissue male adult (40 years)	Bradley Bernstein, Broad	ENCODE4	2020-09-15	released	GEO:GSE167820	adult 40 years	False	ENCDO392CRK	male	adult	40	year	European	Homo sapiens	UBERON:0002084	heart left ventricle	tissue	heart		mesoderm	circulatory system	left ventricle of heart,cardiac left ventricle,left ventricle,left cardiac ventricle	H3K27ac	H3K27ac (Homo sapiens)	ENCFF642EUF	fastq	reads		single-ended			5c358de70209dcb94ae6c7877b55b3cf	released	299790884	Illumina NextSeq 500	1	2	1	1_1	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF642EUF/@@download/ENCFF642EUF.fastq.gz	https://www.encodeproject.org/files/ENCFF642EUF/@@download/ENCFF642EUF.fastq.gz						true
ENCSR989PTS	False	ENCSR945LPX			Histone ChIP-seq	Homo sapiens heart left ventricle tissue male adult (40 years)	Bradley Bernstein, Broad	ENCODE4	2020-09-15	released	GEO:GSE167820	adult 40 years	False	ENCDO392CRK	male	adult	40	year	European	Homo sapiens	UBERON:0002084	heart left ventricle	tissue	heart		mesoderm	circulatory system	left ventricle of heart,cardiac left ventricle,left ventricle,left cardiac ventricle	H3K27ac	H3K27ac (Homo sapiens)	ENCFF098PQS	fastq	reads		single-ended			2636a6f0f1d63504d67ff4288c7ba56d	released	230556440	Illumina NextSeq 500	1	2	1	1_2	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF098PQS/@@download/ENCFF098PQS.fastq.gz	https://www.encodeproject.org/files/ENCFF098PQS/@@download/ENCFF098PQS.fastq.gz						true
